,Offense,Longitude,Latitude
31911,79-Other,-76.6459036723,39.2831869562
31912,79-Other,-76.6459036723,39.2831869562
31913,79-Other,-76.6421553743,39.3054472178
31914,79-Other,-76.6421553743,39.3054472178
31915,79-Other,-76.6421553743,39.3054472178
31916,Unknown Offense,-76.640420587,39.303586449
31917,Unknown Offense,-76.6380198362,39.2845822957
31918,Unknown Offense,-76.6374713057,39.3091538569
31919,Unknown Offense,-76.6374713057,39.3091538569
31920,6G-Larceny- From Bldg.,-76.6354144534,39.2821684988
31921,4E-Common Assault,-76.6289510076,39.3117244262
31922,Unknown Offense,-76.6222766866,39.2503103267
31923,Unknown Offense,-76.6208770911,39.2508059734
31924,Unknown Offense,-76.6170367923,39.2971569582
31925,3BJ-Robb Carjack(Ua),-76.6135956946,39.2937460532
31926,Unknown Offense,-76.6099119713,39.2897691262
31927,Unknown Offense,-76.609528285,39.3353704096
31928,Unknown Offense,-76.6063310074,39.2964551001
31929,Unknown Offense,-76.6063310074,39.2964551001
31930,Unknown Offense,-76.6063310074,39.2964551001
31931,4E-Common Assault,-76.6045662041,39.3382801046
31932,Unknown Offense,-76.6018771804,39.297031579
31933,Unknown Offense,-76.6014010221,39.2304517044
31934,Unknown Offense,-76.6011439678,39.2305499143
31935,Unknown Offense,-76.6003870385,39.3405185109
31936,Unknown Offense,-76.5990176733,39.2982163815
31937,Unknown Offense,-76.5945722623,39.3005630181
31938,98-Child Neglect,-76.5940012312,39.3090867564
31939,98-Child Neglect,-76.5940012312,39.3090867564
31940,Unknown Offense,-76.5936453911,39.2890063189
31941,Unknown Offense,-76.5930751894,39.2835689212
31942,4E-Common Assault,-76.5927562455,39.3192761487
31943,Unknown Offense,-76.5926966176,39.3147801046
31944,Unknown Offense,-76.5914408705,39.2273677994
31945,Unknown Offense,-76.5887178892,39.3683827108
31946,Unknown Offense,-76.58756691,39.3128918838
31947,Unknown Offense,-76.58756691,39.3128918838
31948,Unknown Offense,-76.5874948243,39.2997309785
31949,Unknown Offense,-76.587267106,39.3478188505
31950,Unknown Offense,-76.5797323816,39.3024750345
31951,5A-Burg. Res. (Force),-76.5781856045,39.2802620728
31952,24-Towed Vehicle,-76.576982633,39.3334817411
31953,Unknown Offense,-76.5751294405,39.2991530996
31954,6C-Larceny- Shoplifting,-76.5725982406,39.3396961284
31955,Unknown Offense,-76.5721756345,39.2972156323
31956,Unknown Offense,-76.5687337871,39.2865842033
31957,Unknown Offense,-76.5655231474,39.2915026073
31958,6C-Larceny- Shoplifting,-76.5649891928,39.2866684044
31959,6C-Larceny- Shoplifting,-76.5649033184,39.2915218248
31960,Unknown Offense,-76.5648067925,39.3476819359
31961,Unknown Offense,-76.5576527223,39.3567348544
31962,Unknown Offense,-76.540794057,39.3244102835
31963,Unknown Offense,-76.5362063917,39.282336614
31964,Unknown Offense,-76.5755507617,39.3050537303
31965,4E-Common Assault,-76.6927940647,39.3308439402
31966,Unknown Offense,-76.6925746837,39.2934997459
31967,Unknown Offense,-76.6677106813,39.3412063052
31968,Unknown Offense,-76.6660003812,39.2944533178
31969,Unknown Offense,-76.6648190053,39.3563550964
31970,Unknown Offense,-76.6576954467,39.356285729
31971,4C-Agg. Asslt.- Oth.,-76.6539908435,39.3186814001
31972,Unknown Offense,-76.6486066103,39.2862465304
31973,4E-Common Assault,-76.6417247989,39.3014225519
31974,87-Narcotics,-76.6384215831,39.3034017517
31975,87-Narcotics,-76.6384215831,39.3034017517
31976,Unknown Offense,-76.6380518993,39.2864694443
31977,Unknown Offense,-76.6358867427,39.31031272
31978,Unknown Offense,-76.6241251923,39.2985949763
31979,3AO-Robb Hwy-Other Wpn,-76.6226635964,39.2949659642
31980,4E-Common Assault,-76.6143997,39.2767828867
31981,4E-Common Assault,-76.6142946733,39.276372998
31982,Unknown Offense,-76.6094401734,39.3119632875
31983,Unknown Offense,-76.6078766304,39.3538327038
31984,Unknown Offense,-76.6063411657,39.2947850704
31985,24-Towed Vehicle,-76.6035489921,39.294751066
31986,Unknown Offense,-76.6016139845,39.2360647599
31987,Unknown Offense,-76.5990467825,39.3480195162
31988,Unknown Offense,-76.5983839767,39.2874319826
31989,88-Unfounded Call,-76.5981244304,39.2338485315
31990,4E-Common Assault,-76.5980758866,39.3472281407
31991,6C-Larceny- Shoplifting,-76.5977366098,39.3009706558
31992,6C-Larceny- Shoplifting,-76.5977366098,39.3009706558
31993,4D-Agg. Asslt.- Hand,-76.5972787289,39.2993038343
31994,Unknown Offense,-76.5966350806,39.3207308719
31995,Unknown Offense,-76.5945722623,39.3005630181
31996,Unknown Offense,-76.5936453911,39.2890063189
31997,75-Destruct. Of Propert,-76.5936224378,39.2884698441
31998,Unknown Offense,-76.5929586687,39.3122394151
31999,Unknown Offense,-76.5886328755,39.3109510541
32000,Unknown Offense,-76.5886328755,39.3109510541
32001,Unknown Offense,-76.5877073302,39.2230321869
32002,Unknown Offense,-76.584918904,39.3036339989
32003,Unknown Offense,-76.584918904,39.3036339989
32004,Unknown Offense,-76.584918904,39.3036339989
32005,Unknown Offense,-76.584918904,39.3036339989
32006,Unknown Offense,-76.584918904,39.3036339989
32007,Unknown Offense,-76.5822705425,39.2978595194
32008,Unknown Offense,-76.579414514,39.2989903934
32009,Unknown Offense,-76.5663094982,39.3135785802
32010,Unknown Offense,-76.5663094982,39.3135785802
32011,Unknown Offense,-76.5647968676,39.3700339374
32012,Unknown Offense,-76.5625963873,39.2916171776
32013,Unknown Offense,-76.6171701274,39.3280502433
32014,Unknown Offense,-76.6350123081,39.2825477036
32015,Unknown Offense,-76.6711827156,39.351602896
32016,Unknown Offense,-76.5722694942,39.3207982377
32017,Unknown Offense,-76.6756729447,39.2940894888
32018,Unknown Offense,-76.6561178122,39.2876971532
32019,Unknown Offense,-76.6561178122,39.2876971532
32020,Unknown Offense,-76.6202172598,39.3067742567
32021,5C-Burg. Res. (Nof,-76.6269771059,39.2806977045
32022,3AO-Robb Hwy-Other,-76.6193229323,39.2891741334
32023,3AO-Robb Hwy-Other,-76.6193229323,39.2891741334
32024,Unknown Offense,-76.6211287932,39.2919325376
32025,Unknown Offense,-76.6211180369,39.2929829521
32026,Unknown Offense,-76.621188558,39.2929794458
32027,Unknown Offense,-76.621188558,39.2929794458
32028,Unknown Offense,-76.7079970674,39.3518921988
32029,Unknown Offense,-76.665159226,39.298123736
32030,Unknown Offense,-76.6243266028,39.2913878567
32031,4E-Common Assault,-76.6443703617,39.2995551954
32032,Unknown Offense,-76.6035489921,39.294751066
32033,Unknown Offense,-76.6004544359,39.3703961816
32034,Unknown Offense,-76.632603019,39.2828788716
32035,79-Other,-76.5840771272,39.3040823215
32036,79-Other,-76.5840771272,39.3040823215
32037,79-Other,-76.5840771272,39.3040823215
32038,4D-Agg. Asslt.- Ha,-76.6335822282,39.2820327749
32039,4D-Agg. Asslt.- Ha,-76.6335822282,39.2820327749
32040,6C-Larceny- Shopli,-76.5995417175,39.2925427044
32041,Unknown Offense,-76.5971781939,39.2932559899
32042,Unknown Offense,-76.5875461583,39.2245276335
32043,79-Other,-76.6163838787,39.3079539466
32044,79-Other,-76.5909162887,39.3089627529
32045,Unknown Offense,-76.6675568518,39.3062436397
32046,Unknown Offense,-76.6675568518,39.3062436397
32047,114-Hindering,-76.5976512449,39.3099167088
32048,4B-Agg. Asslt.- Cu,-76.5915586798,39.3101266521
32049,Unknown Offense,-76.6465000802,39.3088661598
32050,Unknown Offense,-76.66928361,39.3080867555
32051,4E-Common Assault,-76.6515188116,39.309717662
32052,75-Destruct. Of Pr,-76.5990992954,39.3163031834
32053,Unknown Offense,-76.6146544969,39.2629257786
32054,4D-Agg. Asslt.- Ha,-76.6325636972,39.3154551147
32055,Unknown Offense,-76.6256973857,39.2490746708
32056,4E-Common Assault,-76.5993576056,39.3233267062
32057,6C-Larceny- Shopli,-76.6582134943,39.3179957509
32058,4E-Common Assault,-76.5766435643,39.3159227799
32059,Unknown Offense,-76.6754976448,39.3360841586
32060,Unknown Offense,-76.6805089235,39.3461805473
32061,Unknown Offense,-76.6360091041,39.3343739275
32062,Unknown Offense,-76.5675862432,39.3264154824
32063,3D-Robb Comm. (Ua),-76.5625963873,39.2916171776
32064,Unknown Offense,-76.5609971026,39.3284276083
32065,4E-Common Assault,-76.5948644304,39.3431774585
32066,Unknown Offense,-76.5977578661,39.3144365009
32067,4E-Common Assault,-76.6722830087,39.3497591485
32068,Unknown Offense,-76.5548194891,39.3205988784
32069,4E-Common Assault,-76.5443760549,39.3155885489
32070,3AF-Robb Hwy-Firea,-76.6667950735,39.2954926705
32071,Unknown Offense,-76.5612450935,39.2998342001
32072,Unknown Offense,-76.6299105942,39.3025484322
32073,Unknown Offense,-76.5817811231,39.2977890494
32074,Unknown Offense,-76.6522874441,39.2668750168
32075,Unknown Offense,-76.6522874441,39.2668750168
32076,Unknown Offense,-76.5810176907,39.3019002011
32077,Unknown Offense,-76.6601180879,39.2883757607
32078,Unknown Offense,-76.6595282316,39.288339492
32079,Unknown Offense,-76.6459239652,39.3129813506
32080,Unknown Offense,-76.5788958728,39.296888432
32081,Unknown Offense,-76.6095097097,39.3209725179
32082,6C-Larceny- Shopli,-76.6088619014,39.2606187771
32083,Unknown Offense,-76.6637177873,39.2944808405
32084,4E-Common Assault,-76.6702023879,39.338049377
32085,Unknown Offense,-76.6704474811,39.3478492955
32086,Unknown Offense,-76.5741222222,39.2947483391
32087,Unknown Offense,-76.6699072143,39.3089028902
32088,Unknown Offense,-76.6708289922,39.2874942588
32089,6J-Larceny- Other,-76.5719316518,39.294831929
32090,Unknown Offense,-76.6488116581,39.3168306656
32091,4C-Agg. Asslt.- Ot,-76.6585412904,39.3265105428
32092,79-Other,-76.6089115386,39.237622314
32093,75-Destruct. Of Pr,-76.5666555209,39.3175205806
32094,Unknown Offense,-76.6828155994,39.2938466836
32095,Unknown Offense,-76.6868635471,39.3235317219
32096,Unknown Offense,-76.6925746837,39.2934997459
32097,Unknown Offense,-76.6749069021,39.3484279445
32098,Unknown Offense,-76.5957494387,39.2952589372
32099,Unknown Offense,-76.5696923514,39.2960963571
32100,Unknown Offense,-76.5625547506,39.2036335623
32101,Unknown Offense,-76.7030337751,39.3557350291
32102,Unknown Offense,-76.567508869,39.2925011965
32103,4E-Common Assault,-76.6196691624,39.289376737
32104,Unknown Offense,-76.6168657773,39.3154301594
32105,Unknown Offense,-76.6561367129,39.2891768927
32106,Unknown Offense,-76.5676589431,39.2937235072
32107,Unknown Offense,-76.6210983902,39.2915696972
32108,Unknown Offense,-76.6164530015,39.2485797624
32109,Unknown Offense,-76.6164530015,39.2485797624
32110,Unknown Offense,-76.6380518993,39.2864694443
32111,Unknown Offense,-76.6386039056,39.2843706747
32112,Unknown Offense,-76.6197537672,39.2929144639
32113,Unknown Offense,-76.6197537672,39.2929144639
32114,3P-Robb Misc. (Ua),-76.6104223764,39.2988333677
32115,Unknown Offense,-76.5835680549,39.2959504964
32116,Unknown Offense,-76.5835680549,39.2959504964
32117,Unknown Offense,-76.6100972198,39.2913120768
32118,Unknown Offense,-76.6100972198,39.2913120768
32119,Unknown Offense,-76.6100972198,39.2913120768
32120,Unknown Offense,-76.7077110896,39.2839262369
32121,Unknown Offense,-76.6224676155,39.2915943982
32122,Unknown Offense,-76.6322204851,39.2442986815
32123,Unknown Offense,-76.5942795217,39.3011070769
32124,3K-Robb Res. (Ua),-76.5917250497,39.360792566
32125,Unknown Offense,-76.6328054798,39.2831466662
32126,Unknown Offense,-76.637067273,39.3103195075
32127,Unknown Offense,-76.637067273,39.3103195075
32128,Unknown Offense,-76.637067273,39.3103195075
32129,Unknown Offense,-76.5995651832,39.2925944985
32130,Unknown Offense,-76.5995651832,39.2925944985
32131,4E-Common Assault,-76.5827193508,39.3062960603
32132,Unknown Offense,-76.6415206496,39.3101336559
32133,Unknown Offense,-76.5982768894,39.3216805127
32134,Unknown Offense,-76.5974351482,39.3211634471
32135,Unknown Offense,-76.5958646891,39.2936110976
32136,Unknown Offense,-76.6460659831,39.2952236723
32137,Unknown Offense,-76.5829590392,39.2931039859
32138,Unknown Offense,-76.5829590392,39.2931039859
32139,4E-Common Assault,-76.6459195296,39.2831313933
32140,Unknown Offense,-76.6513224477,39.2845572002
32141,Unknown Offense,-76.6819083416,39.310975378
32142,Unknown Offense,-76.6005978258,39.3139539155
32143,Unknown Offense,-76.6502098428,39.2870279043
32144,Unknown Offense,-76.6444281948,39.2664563701
32145,Unknown Offense,-76.6444281948,39.2664563701
32146,Unknown Offense,-76.6444281948,39.2664563701
32147,Unknown Offense,-76.6516751357,39.2879726409
32148,Unknown Offense,-76.6516751357,39.2879726409
32149,Unknown Offense,-76.6326331268,39.3150029215
32150,Unknown Offense,-76.5841205315,39.3068539999
32151,Unknown Offense,-76.6615113213,39.2945651064
32152,Unknown Offense,-76.5941853659,39.2946791732
32153,Unknown Offense,-76.5941853659,39.2946791732
32154,Unknown Offense,-76.6202440532,39.246169768
32155,79-Other,-76.6355948612,39.2866334558
32156,Unknown Offense,-76.640420587,39.303586449
32157,5D-Burg. Oth. (For,-76.5500415733,39.3391870301
32158,Unknown Offense,-76.5305805262,39.3427450728
32159,Unknown Offense,-76.6330858634,39.2824249965
32160,Unknown Offense,-76.6328507316,39.30204367
32161,Unknown Offense,-76.6328507316,39.30204367
32162,Unknown Offense,-76.644947932,39.3135682202
32163,Unknown Offense,-76.5971916007,39.2951958464
32164,49-Family Disturba,-76.5880284713,39.2291278615
32165,4C-Agg. Asslt.- Ot,-76.5915408484,39.3108262857
32166,Unknown Offense,-76.6387213399,39.3108060221
32167,Unknown Offense,-76.6387213399,39.3108060221
32168,4B-Agg. Asslt.- Cu,-76.6440930783,39.2738440494
32169,Unknown Offense,-76.5630319511,39.3557574161
32170,Unknown Offense,-76.6042229666,39.2393773593
32171,Unknown Offense,-76.6210983902,39.2915696972
32172,Unknown Offense,-76.6081206343,39.3285208911
32173,Unknown Offense,-76.6376513881,39.2802553578
32174,Unknown Offense,-76.5798333976,39.3041686822
32175,Unknown Offense,-76.7082942603,39.3395779739
32176,Unknown Offense,-76.5426273905,39.353910024
32177,Unknown Offense,-76.6486678975,39.2875403327
32178,Unknown Offense,-76.6467911241,39.2850853318
32179,Unknown Offense,-76.6484012136,39.2827209682
32180,Unknown Offense,-76.646992303,39.2867873093
32181,Unknown Offense,-76.5723725911,39.293045664
32182,Unknown Offense,-76.5840772847,39.2938943513
32183,Unknown Offense,-76.5840772847,39.2938943513
32184,Unknown Offense,-76.5840772847,39.2938943513
32185,Unknown Offense,-76.5840772847,39.2938943513
32186,Unknown Offense,-76.6196143847,39.2916505507
32187,Unknown Offense,-76.6210983902,39.2915696972
32188,Unknown Offense,-76.621188558,39.2929794458
32189,Unknown Offense,-76.6100972198,39.2913120768
32190,Unknown Offense,-76.6489482501,39.2807657233
32191,Unknown Offense,-76.607782554,39.3537506043
32192,Unknown Offense,-76.6300755135,39.2819441076
32193,Unknown Offense,-76.6020721126,39.2362671161
32194,Unknown Offense,-76.6018449255,39.2976831148
32195,Unknown Offense,-76.6286147465,39.2912090752
32196,Unknown Offense,-76.5968972484,39.2346673932
32197,Unknown Offense,-76.5968972484,39.2346673932
32198,Unknown Offense,-76.6346887475,39.2876801772
32199,Unknown Offense,-76.6346887475,39.2876801772
32200,Unknown Offense,-76.6346887475,39.2876801772
32201,Unknown Offense,-76.6431768884,39.3010768963
32202,Unknown Offense,-76.6907465351,39.2978251583
32203,Unknown Offense,-76.6270219767,39.3019165392
32204,Unknown Offense,-76.6389452097,39.3026040445
32205,Unknown Offense,-76.6002908954,39.3247882879
32206,Unknown Offense,-76.6085250157,39.3060174834
32207,Unknown Offense,-76.6457285216,39.3122847259
32208,Unknown Offense,-76.6457285216,39.3122847259
32209,5A-Burg. Res. (For,-76.6445258835,39.3100012514
32210,Unknown Offense,-76.6453864465,39.3088439592
32211,Unknown Offense,-76.6453864465,39.3088439592
32212,Unknown Offense,-76.5910541808,39.3111894344
32213,5A-Burg. Res. (For,-76.6514057908,39.2690968074
32214,Unknown Offense,-76.6043159952,39.3131511281
32215,Unknown Offense,-76.6480300783,39.281672337
32216,Unknown Offense,-76.6509664939,39.2806958926
32217,Unknown Offense,-76.6509664939,39.2806958926
32218,Unknown Offense,-76.6535191553,39.2956279492
32219,Unknown Offense,-76.6535191553,39.2956279492
32220,3D-Robb Comm. (Ua),-76.5650135266,39.3706833073
32221,6C-Larceny- Shopli,-76.5797171049,39.2802885557
32222,Unknown Offense,-76.5729056065,39.3005113661
32223,Unknown Offense,-76.6448459419,39.255389659
32224,Unknown Offense,-76.6448459419,39.255389659
32225,Unknown Offense,-76.6448459419,39.255389659
32226,Unknown Offense,-76.6678376187,39.3379089044
32227,Unknown Offense,-76.6678376187,39.3379089044
32228,Unknown Offense,-76.6642423381,39.3481428357
32229,Unknown Offense,-76.5613253393,39.3553781908
32230,Unknown Offense,-76.6653135366,39.3419323213
32231,Unknown Offense,-76.5726116025,39.3224281404
32232,4D-Agg. Asslt.- Ha,-76.7069168487,39.3371648468
32233,Unknown Offense,-76.6014113159,39.2346651032
32234,Unknown Offense,-76.6014113159,39.2346651032
32235,Unknown Offense,-76.682514024,39.3422145407
32236,Unknown Offense,-76.5688760637,39.3612261764
32237,Unknown Offense,-76.5510410364,39.3643990337
32238,4E-Common Assault,-76.5311621774,39.2913241893
32239,Unknown Offense,-76.6173361493,39.3142379801
32240,Unknown Offense,-76.597026537,39.2888552878
32241,Unknown Offense,-76.5633343755,39.2999996584
32242,Unknown Offense,-76.5933087969,39.2866510037
32243,Unknown Offense,-76.6516167836,39.3174962261
32244,Unknown Offense,-76.5676095674,39.2963403057
32245,Unknown Offense,-76.6500238402,39.2879412421
32246,Unknown Offense,-76.6501985881,39.2897247368
32247,Unknown Offense,-76.6368441548,39.2886445043
32248,Unknown Offense,-76.6173361493,39.3142379801
32249,Unknown Offense,-76.6373804964,39.2870435702
32250,Unknown Offense,-76.5763031636,39.2935394392
32251,Unknown Offense,-76.6224676155,39.2915943982
32252,Unknown Offense,-76.597026537,39.2888552878
32253,Unknown Offense,-76.6210983902,39.2915696972
32254,Unknown Offense,-76.645060657,39.285171178
32255,6C-Larceny- Shopli,-76.6277636163,39.3072820101
32256,Unknown Offense,-76.6393481637,39.2843416666
32257,Unknown Offense,-76.6197949846,39.2915557496
32258,Unknown Offense,-76.5696206461,39.295054059
32259,Unknown Offense,-76.5697058111,39.2963502701
32260,Unknown Offense,-76.6100972198,39.2913120768
32261,Unknown Offense,-76.6101536574,39.2897590702
32262,Unknown Offense,-76.6061326566,39.2946679617
32263,Unknown Offense,-76.5759404967,39.2983545536
32264,Unknown Offense,-76.5759404967,39.2983545536
32265,Unknown Offense,-76.612787086,39.28173719
32266,112-Traffic Relate,-76.6317301061,39.2574527125
32267,Unknown Offense,-76.5802375914,39.2992948638
32268,Unknown Offense,-76.5837102916,39.2991830869
32269,Unknown Offense,-76.5837102916,39.2991830869
32270,Unknown Offense,-76.6116471414,39.2990820575
32271,6C-Larceny- Shopli,-76.631332044,39.3311284514
32272,6C-Larceny- Shopli,-76.631332044,39.3311284514
32273,4D-Agg. Asslt.- Ha,-76.6327056719,39.2818569365
32274,Unknown Offense,-76.6287948199,39.2987698841
32275,3D-Robb Comm. (Ua),-76.6374065015,39.285578198
32276,Unknown Offense,-76.5882452365,39.3045873625
32277,Unknown Offense,-76.5882452365,39.3045873625
32278,Unknown Offense,-76.6390622259,39.3033818674
32279,Unknown Offense,-76.6331708034,39.2811388707
32280,4E-Common Assault,-76.6066402635,39.3053083078
32281,Unknown Offense,-76.6666336321,39.2615531016
32282,Unknown Offense,-76.6666336321,39.2615531016
32283,Unknown Offense,-76.5971916007,39.2951958464
32284,Unknown Offense,-76.5946046677,39.2892361023
32285,Unknown Offense,-76.5946046677,39.2892361023
32286,6C-Larceny- Shopli,-76.600584135,39.308473044
32287,Unknown Offense,-76.5885692376,39.3099010983
32288,Unknown Offense,-76.6451037992,39.2843298437
32289,Unknown Offense,-76.6456034318,39.2862457484
32290,Unknown Offense,-76.5902851856,39.3123690781
32291,Unknown Offense,-76.5837383019,39.3126438576
32292,Unknown Offense,-76.5887109047,39.317180756
32293,Unknown Offense,-76.6486015086,39.2851104251
32294,Unknown Offense,-76.5929460976,39.326030948
32295,Unknown Offense,-76.6513063413,39.2841014631
32296,Unknown Offense,-76.6321531251,39.2629074919
32297,Unknown Offense,-76.6321531251,39.2629074919
32298,Unknown Offense,-76.6410935327,39.3111620831
32299,Unknown Offense,-76.6401855699,39.3111854499
32300,6C-Larceny- Shopli,-76.6168676958,39.3164480398
32301,Unknown Offense,-76.6415299893,39.263896913
32302,Unknown Offense,-76.5822449744,39.2988707063
32303,Unknown Offense,-76.6346519765,39.2608591171
32304,Unknown Offense,-76.6339185881,39.2630087099
32305,Unknown Offense,-76.5753955684,39.3226934194
32306,Unknown Offense,-76.5611561239,39.3552102158
32307,Unknown Offense,-76.5611561239,39.3552102158
32308,Unknown Offense,-76.5747934972,39.2934231408
32309,Unknown Offense,-76.5747934972,39.2934231408
32310,5B-Burg. Res. (Att,-76.6415299893,39.263896913
32311,6C-Larceny- Shopli,-76.6818792545,39.3445582387
32312,Unknown Offense,-76.5992984658,39.231932866
32313,Unknown Offense,-76.5980035307,39.2293049344
32314,Unknown Offense,-76.5980035307,39.2293049344
32315,Unknown Offense,-76.5980035307,39.2293049344
32316,Unknown Offense,-76.6935215522,39.2978179085
32317,Unknown Offense,-76.6847746175,39.3367855697
32318,Unknown Offense,-76.6662383024,39.3416444402
32319,Unknown Offense,-76.6662383024,39.3416444402
32320,Unknown Offense,-76.6846803978,39.3394336321
32321,Unknown Offense,-76.6970134312,39.275586712
32322,Unknown Offense,-76.6970134312,39.275586712
32323,Unknown Offense,-76.6970134312,39.275586712
32324,Unknown Offense,-76.6930227725,39.2814804376
32325,Unknown Offense,-76.6099239205,39.355645799
32326,Unknown Offense,-76.6805460727,39.3503424393
32327,Unknown Offense,-76.7084128015,39.2828510561
32328,Unknown Offense,-76.7084128015,39.2828510561
32329,Unknown Offense,-76.6893327136,39.3470080298
32330,4B-Agg. Asslt.- Cu,-76.5772317664,39.3568887892
32331,4B-Agg. Asslt.- Cu,-76.5772317664,39.3568887892
32332,Unknown Offense,-76.6741336981,39.3366266249
32333,Unknown Offense,-76.5941554738,39.2940528386
32334,Unknown Offense,-76.6785722875,39.2966133266
32335,Unknown Offense,-76.5417028894,39.2761902746
32336,Unknown Offense,-76.6540887936,39.3086575128
32337,Unknown Offense,-76.6630213076,39.2945089086
32338,Unknown Offense,-76.6713593378,39.3144664997
32339,Unknown Offense,-76.7017226448,39.3608965706
32340,Unknown Offense,-76.6030612222,39.2295517266
32341,Unknown Offense,-76.6197949846,39.2915557496
32342,Unknown Offense,-76.6483870999,39.2837087016
32343,Unknown Offense,-76.6224676155,39.2915943982
32344,Unknown Offense,-76.6108725093,39.321590914
32345,Unknown Offense,-76.6100972198,39.2913120768
32346,4B-Agg. Asslt.- Cu,-76.6096599348,39.3084450462
32347,Unknown Offense,-76.6301213799,39.2828377409
32348,Unknown Offense,-76.6356789283,39.3042766852
32349,Unknown Offense,-76.6226543791,39.2501473962
32350,Unknown Offense,-76.6284994679,39.2906645463
32351,79-Other,-76.5897381678,39.2816560603
32352,111-Protective Ord,-76.6268843357,39.3006183599
32353,Unknown Offense,-76.5948757631,39.3054136553
32354,Unknown Offense,-76.5948757631,39.3054136553
32355,Unknown Offense,-76.632603019,39.2828788716
32356,Unknown Offense,-76.632603019,39.2828788716
32357,Unknown Offense,-76.5989627199,39.2715408156
32358,Unknown Offense,-76.6389083311,39.3020056524
32359,Unknown Offense,-76.5839674041,39.3126978113
32360,4E-Common Assault,-76.5864605342,39.3030015994
32361,4C-Agg. Asslt.- Ot,-76.6502913838,39.2829905957
32362,Unknown Offense,-76.647562257,39.3160595027
32363,Unknown Offense,-76.5912813953,39.3215601063
32364,Unknown Offense,-76.5916378412,39.3203734534
32365,Unknown Offense,-76.6644432187,39.3414162137
32366,Unknown Offense,-76.6708525075,39.3071654776
32367,Unknown Offense,-76.6695170405,39.3090605542
32368,Unknown Offense,-76.566646901,39.3225978221
32369,4D-Agg. Asslt.- Ha,-76.5595417147,39.3394248079
32370,75-Destruct. Of Pr,-76.6466144701,39.2819564035
32371,Unknown Offense,-76.5621424497,39.3307075821
32372,Unknown Offense,-76.6826332169,39.3423528319
32373,Unknown Offense,-76.5937369424,39.2902131839
32374,Unknown Offense,-76.6466144701,39.2819564035
32375,Unknown Offense,-76.6168877725,39.310992358
32376,4A-Agg. Asslt.- Gu,-76.5937265208,39.2900991137
32377,Unknown Offense,-76.5936453911,39.2890063189
32378,Unknown Offense,-76.5936453911,39.2890063189
32379,Unknown Offense,-76.607849121,39.2924666528
32380,5B-Burg. Res. (Att,-76.6220590854,39.2948801774
32381,5B-Burg. Res. (Att,-76.6220590854,39.2948801774
32382,75-Destruct. Of Pr,-76.609499523,39.2886181169
32383,4B-Agg. Asslt.- Cu,-76.6253002866,39.3016846592
32384,Unknown Offense,-76.6259578901,39.2993714758
32385,4B-Agg. Asslt.- Cu,-76.6757456504,39.2969069678
32386,Unknown Offense,-76.5886014458,39.3124461142
32387,Unknown Offense,-76.5886014458,39.3124461142
32388,Unknown Offense,-76.6486015086,39.2851104251
32389,Unknown Offense,-76.6474474284,39.2951742151
32390,Unknown Offense,-76.6451042446,39.2852682322
32391,4E-Common Assault,-76.6657188926,39.3074498631
32392,Unknown Offense,-76.6652371528,39.340262224
32393,6J-Larceny- Other,-76.5947921777,39.281064544
32394,23-Unauthorized Us,-76.6489626873,39.2519644621
32395,Unknown Offense,-76.6392901912,39.3116952284
32396,Unknown Offense,-76.5914408705,39.2273677994
32397,4C-Agg. Asslt.- Ot,-76.5627959476,39.3271870615
32398,6C-Larceny- Shopli,-76.5680072026,39.3142789316
32399,6C-Larceny- Shopli,-76.5612108304,39.3090779714
32400,6C-Larceny- Shopli,-76.5464610081,39.3024633871
32401,4E-Common Assault,-76.6538800781,39.2948418986
32402,Unknown Offense,-76.6052458218,39.2394803563
32403,4E-Common Assault,-76.6335479177,39.282059768
32404,Unknown Offense,-76.6393649165,39.2834202515
32405,Unknown Offense,-76.5909344951,39.2986641051
32406,Unknown Offense,-76.632468349,39.2821210312
32407,75-Destruct. Of Pr,-76.7049106969,39.3205189284
32408,Unknown Offense,-76.6507898366,39.2807538043
32409,Unknown Offense,-76.5742898815,39.2863612117
32410,Unknown Offense,-76.5692588237,39.3179835596
32411,Unknown Offense,-76.5777764198,39.3680997892
32412,4B-Agg. Asslt.- Cu,-76.6491114354,39.2538496928
32413,Unknown Offense,-76.5851758894,39.30681702
32414,Unknown Offense,-76.666969459,39.3376105384
32415,Unknown Offense,-76.6880584587,39.3461163688
32416,Unknown Offense,-76.6925746837,39.2934997459
32417,Unknown Offense,-76.5801764405,39.2945317461
32418,Unknown Offense,-76.6461391098,39.2512936906
32419,Unknown Offense,-76.5912287036,39.2846710079
32420,Unknown Offense,-76.6341619993,39.3104955355
32421,Unknown Offense,-76.5816498973,39.2992364183
32422,Unknown Offense,-76.6054042079,39.2360593422
32423,Unknown Offense,-76.6302236087,39.2913219378
32424,4E-Common Assault,-76.5971225662,39.2900933047
32425,Unknown Offense,-76.6451209885,39.2861566916
32426,Unknown Offense,-76.6451209885,39.2861566916
32427,5B-Burg. Res. (Att.),-76.6141689311,39.2998573594
32428,Unknown Offense,-76.5366016656,39.2831001888
32429,Unknown Offense,-76.5366016656,39.2831001888
32430,3AF-Robb Hwy-Firearm,-76.6651517959,39.2958035068
32431,3AF-Robb Hwy-Firearm,-76.6651517959,39.2958035068
32432,3AF-Robb Hwy-Firearm,-76.6651517959,39.2958035068
