,Offense,Longitude,Latitude
62651,87O-Narcotics (Outside),-76.671462903,39.3451512177
62652,79-Other,-76.6787942643,39.3523758168
62653,79-Other,-76.6787942643,39.3523758168
62654,79-Other,-76.6787942643,39.3523758168
62655,87-Narcotics,-76.6756729447,39.2940894888
62656,87-Narcotics,-76.6806506913,39.3460762347
62657,87-Narcotics,-76.6806506913,39.3460762347
62658,24-Towed Vehicle,-76.6808303228,39.3107746092
62659,87-Narcotics,-76.5653465821,39.2887286166
62660,24-Towed Vehicle,-76.6101536574,39.2897590702
62661,6D-Larceny- From Auto,-76.6100972198,39.2913120768
62662,6D-Larceny- From Auto,-76.6100972198,39.2913120768
62663,87-Narcotics,-76.6100972198,39.2913120768
62664,97-Search & Seizure,-76.6100972198,39.2913120768
62665,Unknown Offense,-76.5625143451,39.2876735822
62666,87-Narcotics,-76.6212438101,39.2928471107
62667,87-Narcotics,-76.6825501368,39.3441494464
62668,87-Narcotics,-76.6825501368,39.3441494464
62669,87-Narcotics,-76.6873932014,39.3397471902
62670,6J-Larceny- Other,-76.5675743814,39.3132803638
62671,87-Narcotics,-76.5612450935,39.2998342001
62672,87-Narcotics,-76.5612450935,39.2998342001
62673,87-Narcotics,-76.6679579517,39.3389971501
62674,87-Narcotics,-76.6679579517,39.3389971501
62675,87O-Narcotics (Outside),-76.5700167662,39.3422869954
62676,87O-Narcotics (Outside),-76.5700167662,39.3422869954
62677,4E-Common Assault,-76.6755042952,39.3472434302
62678,4E-Common Assault,-76.675548867,39.3472777388
62679,87-Narcotics,-76.7014563496,39.3116383893
62680,87-Narcotics,-76.7020047333,39.3347625881
62681,87O-Narcotics (Outside),-76.5426656086,39.3233042307
62682,2B-Rape (Attempt),-76.6077045306,39.2906117218
62683,79-Other,-76.7074930709,39.3599627147
62684,Unknown Offense,-76.5631830265,39.3694634368
62685,87-Narcotics,-76.6081035822,39.3048541338
62686,4E-Common Assault,-76.5816498973,39.2992364183
62687,87-Narcotics,-76.5816498973,39.2992364183
62688,87-Narcotics,-76.5993096531,39.3003620511
62689,4C-Agg. Asslt.- Oth.,-76.6265021054,39.2969728395
62690,87-Narcotics,-76.6514226963,39.2878777409
62691,87-Narcotics,-76.6514226963,39.2878777409
62692,3AK-Robb Hwy-Knife,-76.6155427514,39.2765336652
62693,79-Other,-76.6189670474,39.294622705
62694,87-Narcotics,-76.6210251192,39.2904668146
62695,87-Narcotics,-76.5848062422,39.2930851025
62696,75-Destruct. Of Property,-76.6180075429,39.2905892867
62697,4E-Common Assault,-76.6195166585,39.3230685269
62698,79-Other,-76.6035261775,39.3117616083
62699,3AK-Robb Hwy-Knife,-76.6155427514,39.2765336652
62700,87-Narcotics,-76.6277225357,39.3012876372
62701,79-Other,-76.6277510557,39.301311197
62702,24-Towed Vehicle,-76.5979429779,39.3172821434
62703,24-Towed Vehicle,-76.5979429779,39.3172821434
62704,55A-Prostitution,-76.5979429779,39.3172821434
62705,55A-Prostitution,-76.5979429779,39.3172821434
62706,87-Narcotics,-76.6281404826,39.3007792685
62707,87O-Narcotics (Outside),-76.6389452097,39.3026040445
62708,4E-Common Assault,-76.5979498975,39.3044027464
62709,87-Narcotics,-76.584140383,39.3050300388
62710,4D-Agg. Asslt.- Hand,-76.6345536497,39.2821006875
62711,87-Narcotics,-76.6338200697,39.2793895474
62712,87O-Narcotics (Outside),-76.6291129764,39.3015818222
62713,87O-Narcotics (Outside),-76.6291129764,39.3015818222
62714,75-Destruct. Of Property,-76.6291129764,39.3015818222
62715,87O-Narcotics (Outside),-76.6389962077,39.3034211565
62716,87O-Narcotics (Outside),-76.6389962077,39.3034211565
62717,87O-Narcotics (Outside),-76.6389962077,39.3034211565
62718,Unknown Offense,-76.6354579547,39.2806346607
62719,87-Narcotics,-76.5991248839,39.3231485358
62720,87-Narcotics,-76.5942734851,39.3238888349
62721,97-Search & Seizure,-76.602016277,39.307317962
62722,87O-Narcotics (Outside),-76.5899075254,39.226770402
62723,87O-Narcotics (Outside),-76.5899075254,39.226770402
62724,87-Narcotics,-76.6444693154,39.3053965973
62725,4E-Common Assault,-76.5948975993,39.2865181308
62726,4E-Common Assault,-76.5948975993,39.2865181308
62727,79-Other,-76.6428425899,39.2930242052
62728,4E-Common Assault,-76.6352698056,39.303995887
62729,4D-Agg. Asslt.- Hand,-76.5949000008,39.3111121979
62730,87-Narcotics,-76.5890965124,39.3263710724
62731,87O-Narcotics (Outside),-76.5735378382,39.2948558285
62732,87-Narcotics,-76.6210983902,39.2915696972
62733,87-Narcotics,-76.6210983902,39.2915696972
62734,87-Narcotics,-76.5696206461,39.295054059
62735,87-Narcotics,-76.5696206461,39.295054059
62736,87-Narcotics,-76.5696206461,39.295054059
62737,87-Narcotics,-76.5806629648,39.2949023839
62738,55-Disorderly Person,-76.6440045469,39.2915523091
62739,87-Narcotics,-76.6224676155,39.2915943982
62740,87-Narcotics,-76.5813282053,39.2952247696
62741,97-Search & Seizure,-76.5814129172,39.2954121515
62742,4C-Agg. Asslt.- Oth.,-76.6235211227,39.2855958838
62743,87-Narcotics,-76.6182628862,39.2916297075
62744,87-Narcotics,-76.5896190284,39.313557878
62745,87O-Narcotics (Outside),-76.6742170256,39.3100874521
62746,61-Person Wanted On War,-76.5878124206,39.3087897916
62747,87-Narcotics,-76.6331932838,39.2643647314
62748,87-Narcotics,-76.6331932838,39.2643647314
62749,87-Narcotics,-76.6331932838,39.2643647314
62750,87-Narcotics,-76.7108797165,39.3133933642
62751,87-Narcotics,-76.7108797165,39.3133933642
62752,4E-Common Assault,-76.6462432621,39.3132966889
62753,24-Towed Vehicle,-76.6323798973,39.2640656646
62754,87O-Narcotics (Outside),-76.6743995635,39.3131814004
62755,87-Narcotics,-76.6528849641,39.2800521049
62756,87-Narcotics,-76.5836209586,39.2988156947
62757,4D-Agg. Asslt.- Hand,-76.6338801822,39.3157914808
62758,87-Narcotics,-76.6574251074,39.2824538913
62759,87-Narcotics,-76.6574251074,39.2824538913
62760,Unknown Offense,-76.5982902296,39.3219763846
62761,87-Narcotics,-76.6642382471,39.3035865166
62762,87-Narcotics,-76.6678376187,39.3379089044
62763,87-Narcotics,-76.5730130753,39.3166012081
62764,87-Narcotics,-76.5733257941,39.3235247025
62765,87-Narcotics,-76.6186929455,39.250974235
62766,87-Narcotics,-76.6186929455,39.250974235
62767,55-Disorderly Person,-76.621188558,39.2929794458
62768,87-Narcotics,-76.621188558,39.2929794458
62769,4E-Common Assault,-76.5716844568,39.2883152266
62770,87-Narcotics,-76.6223896575,39.2747466035
62771,87O-Narcotics (Outside),-76.57295793,39.2874433134
62772,87-Narcotics,-76.5782761574,39.3159000126
62773,24-Towed Vehicle,-76.594435919,39.3266608985
62774,87-Narcotics,-76.5920585991,39.3268458987
62775,97-Search & Seizure,-76.6710683311,39.3311812677
62776,24-Towed Vehicle,-76.5714194255,39.2992993945
62777,24-Towed Vehicle,-76.5642063559,39.3236409004
62778,87O-Narcotics (Outside),-76.5691322119,39.2925225518
62779,87-Narcotics,-76.6754389123,39.3361147333
62780,87-Narcotics,-76.6754389123,39.3361147333
62781,87-Narcotics,-76.5557924601,39.345736286
62782,97-Search & Seizure,-76.5956887234,39.2326752143
62783,97-Search & Seizure,-76.5956887234,39.2326752143
62784,4C-Agg. Asslt.- Oth.,-76.6820168358,39.3378131475
62785,109-Loitering,-76.6829104584,39.3367469592
62786,4C-Agg. Asslt.- Oth.,-76.6101536574,39.2897590702
62787,87-Narcotics,-76.6101536574,39.2897590702
62788,3B-Robb Highway (Ua),-76.6634881415,39.2787097144
62789,6D-Larceny- From Auto,-76.5390875803,39.2890433508
62790,4E-Common Assault,-76.5616133995,39.3108041963
62791,4A-Agg. Asslt.- Gun,-76.5594718503,39.3018903173
62792,Unknown Offense,-76.5631244074,39.309734273
62793,87O-Narcotics (Outside),-76.6759598219,39.3415765517
62794,6D-Larceny- From Auto,-76.6064402295,39.2740181586
62795,87-Narcotics,-76.6091104812,39.3490199348
62796,87-Narcotics,-76.5415571863,39.3289082616
62797,4E-Common Assault,-76.7059699669,39.3289634997
62798,87-Narcotics,-76.6791745792,39.3499667844
62799,87-Narcotics,-76.6863864592,39.3479821702
62800,87-Narcotics,-76.6099427896,39.3565663945
62801,87-Narcotics,-76.594175822,39.3613842826
62802,97-Search & Seizure,-76.607173697,39.3158822574
62803,87-Narcotics,-76.6226856759,39.2959855941
62804,87-Narcotics,-76.5510410364,39.3643990337
62805,4E-Common Assault,-76.5935264919,39.2833761341
62806,79-Other,-76.5935264919,39.2833761341
62807,24-Towed Vehicle,-76.5670502422,39.3715072004
62808,24-Towed Vehicle,-76.5670502422,39.3715072004
62809,24-Towed Vehicle,-76.5670502422,39.3715072004
62810,6C-Larceny- Shoplifting,-76.5977366098,39.3009706558
62811,87-Narcotics,-76.5831953684,39.3012740479
62812,97-Search & Seizure,-76.624815748,39.2992778985
62813,97-Search & Seizure,-76.624815748,39.2992778985
62814,97-Search & Seizure,-76.624815748,39.2992778985
62815,87O-Narcotics (Outside),-76.6139591719,39.2715377079
62816,73-False Pretense,-76.62221169,39.2888212099
62817,87-Narcotics,-76.596950178,39.3096678488
62818,87-Narcotics,-76.6657068966,39.308431866
62819,87O-Narcotics (Outside),-76.5930224342,39.3111496661
62820,87-Narcotics,-76.6456034318,39.2862457484
62821,87-Narcotics,-76.6456034318,39.2862457484
62822,87-Narcotics,-76.6456034318,39.2862457484
62823,87-Narcotics,-76.58756691,39.3128918838
62824,87-Narcotics,-76.58756691,39.3128918838
62825,79-Other,-76.6185672311,39.2985094226
62826,87-Narcotics,-76.570567849,39.3676753824
62827,87-Narcotics,-76.5851216335,39.3057596832
62828,4E-Common Assault,-76.6474528255,39.316657081
62829,87-Narcotics,-76.6554003363,39.301670728
62830,4F-Assault By Threat,-76.6769644662,39.3163448178
62831,87O-Narcotics (Outside),-76.6573268422,39.3095059856
62832,4E-Common Assault,-76.6529663515,39.2662650085
62833,87-Narcotics,-76.5799557356,39.2989678506
62834,55A-Prostitution,-76.6769153306,39.3173811077
62835,24-Towed Vehicle,-76.6769153306,39.3173811077
62836,87-Narcotics,-76.579414514,39.2989903934
62837,97-Search & Seizure,-76.6620744114,39.2945452263
62838,87-Narcotics,-76.5712087265,39.344427463
62839,6D-Larceny- From Auto,-76.6201123103,39.2887231134
62840,5D-Burg. Oth. (Force),-76.6669603116,39.2964840953
62841,87-Narcotics,-76.6671725216,39.3422527269
62842,87-Narcotics,-76.5728194879,39.2956320764
62843,87-Narcotics,-76.5728194879,39.2956320764
62844,87-Narcotics,-76.6736338753,39.3474985955
62845,87-Narcotics,-76.6572250745,39.32835963
62846,24-Towed Vehicle,-76.6770863983,39.3172445718
62847,55A-Prostitution,-76.6770863983,39.3172445718
62848,24-Towed Vehicle,-76.6770863983,39.3172445718
62849,87-Narcotics,-76.6806506913,39.3460762347
62850,87-Narcotics,-76.6815274732,39.3452300632
62851,Unknown Offense,-76.6832546934,39.3295352996
62852,87-Narcotics,-76.6095885768,39.2897268599
62853,4C-Agg. Asslt.- Oth.,-76.6234954112,39.2849080924
62854,87O-Narcotics (Outside),-76.6101017973,39.3215176691
62855,87-Narcotics,-76.6024134718,39.2288996526
62856,Unknown Offense,-76.5673554563,39.3133314177
62857,Unknown Offense,-76.5747141486,39.3371644315
62858,87O-Narcotics (Outside),-76.5886975696,39.2274597584
62859,87O-Narcotics (Outside),-76.5886975696,39.2274597584
62860,87-Narcotics,-76.5570684945,39.3233094554
62861,87O-Narcotics (Outside),-76.6625558228,39.3393672196
62862,87-Narcotics,-76.7074234265,39.2978063209
62863,97-Search & Seizure,-76.6993121172,39.3204997933
62864,87O-Narcotics (Outside),-76.6335255745,39.3058768703
62865,87O-Narcotics (Outside),-76.6335255745,39.3058768703
62866,87-Narcotics,-76.6345665616,39.3066068355
62867,87-Narcotics,-76.6749069021,39.3484279445
62868,87-Narcotics,-76.6835360115,39.3440474979
62869,26-Recovered Vehicle,-76.6849184666,39.3465723804
62870,87-Narcotics,-76.6018441955,39.3555275778
62871,87-Narcotics,-76.6018441955,39.3555275778
62872,87-Narcotics,-76.5925406307,39.355641085
62873,87-Narcotics,-76.5925406307,39.355641085
62874,87-Narcotics,-76.5452005875,39.3170189886
62875,79-Other,-76.6421751354,39.3089630544
62876,87O-Narcotics (Outside),-76.5398209913,39.2876094368
62877,87O-Narcotics (Outside),-76.5398209913,39.2876094368
62878,87O-Narcotics (Outside),-76.5398209913,39.2876094368
62879,Unknown Offense,-76.5781067797,39.2991676752
62880,5D-Burg. Oth. (Force),-76.6667950735,39.2954926705
62881,55-Disorderly Person,-76.6300834589,39.3106706689
62882,87-Narcotics,-76.6061445975,39.3011550255
62883,75-Destruct. Of Property,-76.6008686511,39.229913457
62884,87-Narcotics,-76.6651068957,39.2972136107
62885,87O-Narcotics (Outside),-76.6302413947,39.3106643102
62886,87O-Narcotics (Outside),-76.6302413947,39.3106643102
62887,87-Narcotics,-76.6325020135,39.2950485351
62888,79-Other,-76.5996550913,39.2297892865
62889,55-Disorderly Person,-76.5961688137,39.2344437128
62890,87-Narcotics,-76.5945722623,39.3005630181
62891,55-Disorderly Person,-76.6313259111,39.2828585088
62892,79-Other,-76.6298567858,39.2906116979
62893,87-Narcotics,-76.6031121859,39.2917184978
62894,Unknown Offense,-76.6768111652,39.285351305
62895,79-Other,-76.6157792386,39.2789454128
62896,87-Narcotics,-76.6617189622,39.2998094579
62897,87-Narcotics,-76.6617189622,39.2998094579
62898,87-Narcotics,-76.6617189622,39.2998094579
62899,87-Narcotics,-76.6617189622,39.2998094579
62900,24-Towed Vehicle,-76.6358889312,39.3103676033
62901,87O-Narcotics (Outside),-76.6290207866,39.3006786777
62902,Unknown Offense,-76.6380392476,39.3334433907
62903,79-Other,-76.6380755469,39.2856002019
62904,87-Narcotics,-76.5997121472,39.3094319057
62905,95-Exparte,-76.6479266868,39.3052758936
62906,87-Narcotics,-76.5964253392,39.3095532024
62907,79-Other,-76.6445676168,39.3069093065
62908,87O-Narcotics (Outside),-76.6434439976,39.3069348753
62909,4E-Common Assault,-76.5828803228,39.309249975
62910,88-Unfounded Call,-76.6441586723,39.3069408405
62911,87-Narcotics,-76.5628687751,39.2930911993
62912,87-Narcotics,-76.6516041726,39.289907747
62913,109-Loitering,-76.5880681696,39.2964670349
62914,26-Recovered Vehicle,-76.6408809225,39.2863549727
62915,117-Fto,-76.6356083018,39.2924187482
62916,87-Narcotics,-76.598086172,39.3053298289
62917,87-Narcotics,-76.598086172,39.3053298289
62918,87-Narcotics,-76.5431140351,39.2777177369
62919,79-Other,-76.6478702927,39.3041863808
62920,87-Narcotics,-76.5974640227,39.2993513765
62921,87-Narcotics,-76.5974640227,39.2993513765
62922,3AO-Robb Hwy-Other Wpn,-76.603131127,39.3075905138
62923,3AO-Robb Hwy-Other Wpn,-76.603131127,39.3075905138
62924,79-Other,-76.6433643106,39.3054462525
62925,55A-Prostitution,-76.5955809844,39.3152400692
62926,24-Towed Vehicle,-76.595350343,39.3166584878
62927,24-Towed Vehicle,-76.595350343,39.3166584878
62928,87-Narcotics,-76.5885300396,39.2268413423
62929,79-Other,-76.6436322326,39.3094763139
62930,79-Other,-76.6436322326,39.3094763139
62931,4E-Common Assault,-76.6450926646,39.3099739114
62932,87-Narcotics,-76.6464529115,39.2998781543
62933,87-Narcotics,-76.5857584027,39.3111341096
62934,87O-Narcotics (Outside),-76.6456034318,39.2862457484
62935,87-Narcotics,-76.5890244527,39.3254256588
62936,87-Narcotics,-76.6210983902,39.2915696972
62937,87-Narcotics,-76.5667473415,39.2902247771
62938,87-Narcotics,-76.5667473415,39.2902247771
62939,6C-Larceny- Shoplifting,-76.6524485086,39.3157791608
62940,26-Recovered Vehicle,-76.657291377,39.3106426453
62941,24-Towed Vehicle,-76.6194770011,39.3132653189
62942,Unknown Offense,-76.652250527,39.3435858446
62943,87O-Narcotics (Outside),-76.6387213399,39.3108060221
62944,87O-Narcotics (Outside),-76.6387213399,39.3108060221
62945,87-Narcotics,-76.6551583344,39.3205735223
62946,87-Narcotics,-76.6551583344,39.3205735223
62947,87-Narcotics,-76.6551583344,39.3205735223
62948,87-Narcotics,-76.6551583344,39.3205735223
62949,87O-Narcotics (Outside),-76.6419110799,39.3095344798
62950,3AF-Robb Hwy-Firearm,-76.6413934965,39.3106306147
62951,87-Narcotics,-76.5982132154,39.3173934915
62952,79-Other,-76.6529965813,39.2662374564
62953,87-Narcotics,-76.6613546848,39.3350410381
62954,4C-Agg. Asslt.- Oth.,-76.6807244763,39.3191326766
62955,24-Towed Vehicle,-76.5764087437,39.3233327822
62956,87-Narcotics,-76.6642321641,39.3321364898
62957,87-Narcotics,-76.5751947617,39.2959157576
62958,87-Narcotics,-76.6693631324,39.3058519933
62959,87-Narcotics,-76.6693631324,39.3058519933
62960,97-Search & Seizure,-76.5655623174,39.3226200827
62961,97-Search & Seizure,-76.5655623174,39.3226200827
62962,87-Narcotics,-76.5395418633,39.3636988962
62963,87-Narcotics,-76.6577482776,39.3259631761
62964,87-Narcotics,-76.6577482776,39.3259631761
62965,87-Narcotics,-76.6502990518,39.317744773
62966,87-Narcotics,-76.6594307075,39.3277413131
62967,87-Narcotics,-76.6594307075,39.3277413131
62968,87-Narcotics,-76.6806684226,39.3460631957
62969,4D-Agg. Asslt.- Hand,-76.5618508559,39.317013346
62970,87-Narcotics,-76.5978551089,39.3361189246
62971,87-Narcotics,-76.6101536574,39.2897590702
62972,87O-Narcotics (Outside),-76.6101536574,39.2897590702
62973,97-Search & Seizure,-76.5758033864,39.2965020664
62974,97-Search & Seizure,-76.5758033864,39.2965020664
62975,97-Search & Seizure,-76.5758033864,39.2965020664
62976,Unknown Offense,-76.5659415423,39.3277878698
62977,55A-Prostitution,-76.6847746175,39.3367855697
62978,87-Narcotics,-76.5922392989,39.3463127957
62979,4F-Assault By Threat,-76.6937159642,39.283581382
62980,4E-Common Assault,-76.7074429712,39.306082206
62981,87-Narcotics,-76.5512525408,39.3260601764
62982,79-Other,-76.5882135611,39.222128952
62983,Unknown Offense,-76.5882135611,39.222128952
62984,87O-Narcotics (Outside),-76.6279064302,39.3009279751
62985,87-Narcotics,-76.6041314426,39.2961585457
62986,79-Other,-76.6749069021,39.3484279445
62987,88-Unfounded Call,-76.6749069021,39.3484279445
62988,87-Narcotics,-76.6835360115,39.3440474979
62989,87-Narcotics,-76.689618995,39.3453141053
62990,87-Narcotics,-76.5480571587,39.3207790278
62991,Unknown Offense,-76.6891875379,39.3488171059
62992,87-Narcotics,-76.5434307399,39.3438862872
62993,87-Narcotics,-76.6630268791,39.2949178372
62994,6C-Larceny- Shoplifting,-76.5398209913,39.2876094368
62995,87O-Narcotics (Outside),-76.5547930014,39.3600809171
62996,55A-Prostitution,-76.5456069959,39.3706373074
62997,87-Narcotics,-76.5781783894,39.300182759
62998,117-Fto,-76.6307217075,39.2911205041
62999,97-Search & Seizure,-76.6032364132,39.3397812866
63000,97-Search & Seizure,-76.6032364132,39.3397812866
63001,87O-Narcotics (Outside),-76.6271027011,39.2816141029
63002,87O-Narcotics (Outside),-76.6271027011,39.2816141029
63003,87O-Narcotics (Outside),-76.6271027011,39.2816141029
63004,87O-Narcotics (Outside),-76.6271027011,39.2816141029
63005,4B-Agg. Asslt.- Cut,-76.6168061552,39.2526585031
63006,4E-Common Assault,-76.6343771059,39.2623156672
63007,87-Narcotics,-76.6210251192,39.2904668146
63008,Unknown Offense,-76.651590847,39.2896576887
63009,Unknown Offense,-76.6163356616,39.2842360974
63010,3CF-Robb Comm-Firearm,-76.6168174809,39.2904865062
63011,87-Narcotics,-76.5911186578,39.3025320044
63012,24-Towed Vehicle,-76.6460465909,39.3614993697
63013,97-Search & Seizure,-76.6008824405,39.3002673462
63014,97-Search & Seizure,-76.6008824405,39.3002673462
63015,Unknown Offense,-76.5994650862,39.2913818592
63016,87-Narcotics,-76.5948235726,39.3246365882
63017,87-Narcotics,-76.5948235726,39.3246365882
63018,87O-Narcotics (Outside),-76.6347589783,39.3014418696
63019,3K-Robb Res. (Ua),-76.5982979241,39.3085586494
63020,49-Family Disturbance,-76.6448588776,39.3068957882
