n,name,zipCode,neighborhood,councilDistrict,policeDistrict,Location 1,Latitude,Longitude
1198,THE HORSE YOU CAME IN ON,21231,Fells Point,1,SOUTHEASTERN,"1626 THAMES ST",39.281505709022326,-76.59400583749863
1199,THE HUBCAP INN,21206,Cedmont,2,NORTHEASTERN,"6003 BELAIR RD",39.347485676024235,-76.53885545801216
1200,THE IBIS TAVERN,21214,Westfield,3,NORTHEASTERN,"6016 HARFORD RD",39.35755125168998,-76.55694462039713
1201,"THE INNER HARBOR MARINA OF BALTIMORE, INC.",21230,Federal Hill,11,CENTRAL,"400 KEY HWY",39.280861080375644,-76.60796708111508
1202,THE LAUGHING PINT,21224,Highlandtown,1,SOUTHEASTERN,"3531 GOUGH ST",39.28859323818847,-76.56740982780053
1203,THE LIFE OF REILLY IRISH PUB & RESTAURANT,21231,Butcher's Hill,1,SOUTHEASTERN,"2031 FAIRMOUNT AVE",39.29285321520479,-76.58834024260733
1204,THE LODGE BAR,21202,Downtown,11,CENTRAL,"10 MARKET PL",39.28846222944941,-76.606689938589
1205,THE LOOP,21229,Irvington,8,SOUTHWESTERN,"4238 FREDERICK AVE",39.281658392322015,-76.68658195539211
1206,THE MORNING EDITION CAFE,21231,Patterson Place,1,SOUTHEASTERN,"153 PATTERSON PARK AVE",39.294183074190585,-76.58480521988417
1207,THE NEW 2 O'CLOCK CLUB,21202,Downtown,11,CENTRAL,"414 BALTIMORE ST",39.289787896695145,-76.60956203775703
1208,THE NEW BUCKETT'S LOUNGE,21213,Broadway East,13,EASTERN,"1432 CHESTER ST",39.30760870318022,-76.58842649118884
1209,THE NEW CASSELL (KITCHEN AREA),21224,Baltimore-Linwood,1,SOUTHEASTERN,"1 CURLEY ST",39.29259330393893,-76.57546473880586
1210,THE NEW CASSELL'S,21224,Baltimore-Linwood,1,SOUTHEASTERN,"1 CURLEY ST",39.29259330393893,-76.57546473880586
1211,THE NEW HAVEN LOUNGE,21218,Hillen,3,NORTHEASTERN,"1552 HAVENWOOD RD",39.340622794807246,-76.59025197195012
1212,THE NEW WYMAN PARK RESTAURANT,21218,Charles Village,7,NORTHERN,"138 25TH ST",39.31778835874684,-76.61957152720339
1213,THE NORTHEAST TAVERN,21214,Westfield,3,NORTHEASTERN,"6016 HARFORD RD",39.35755125168998,-76.55694462039713
1214,THE OCEANAIRE SEAFOOD ROOM,21202,Inner Harbor,1,SOUTHEASTERN,"801 ALICEANNA ST",39.28319338216994,-76.60079965527905
1215,THE OPPOSITE SIDEWALK SALOON,21223,Hollins Market,9,SOUTHERN,"132 CAREY ST",39.285695754756375,-76.63800539703067
1216,THE PLACE,21201,Downtown,11,CENTRAL,"315 FRANKLIN ST",39.29490336549901,-76.62071956485522
1217,THE PREAKNESS LOUNGE,21215,Greenspring,6,NORTHERN,"4103 PIMLICO RD",39.33616433471735,-76.66264270939274
1218,"THE PRIME RIB, INCORPORATED",21202,Mid-Town Belvedere,12,CENTRAL,"1101 CALVERT ST",39.30273333177894,-76.61315533744806
1219,THE QUEST,21224,Brewers Hill,1,SOUTHEASTERN,"3607 FLEET ST",39.28560367856801,-76.56637950780726
1220,THE RED STAR BAR & GRILL,21231,Fells Point,1,SOUTHEASTERN,"906 WOLFE ST",39.301038665503086,-76.59109553333138
1221,THE ROWAN TREE,21230,SBIC,10,SOUTHERN,"1633 CHARLES ST",39.27061275527552,-76.61392574617543
1222,THE SHAMROCK INN,21214,Westfield,3,NORTHEASTERN,"6044 HARFORD RD",39.35827037747703,-76.55633505361902
1223,THE WALTERS ART GALLERY,21201,Otterbein,11,SOUTHERN,"600 CHARLES ST",39.282077979116536,-76.61475559649278
1224,THE WATERFRONT HOTEL,21231,Fells Point,1,SOUTHEASTERN,"1710 THAMES ST",39.28187751033994,-76.59218179835051
1225,THE WHARF RAT CAMDEN YARDS,21201,Inner Harbor,11,CENTRAL,"206 PRATT ST",39.28644189437904,-76.6177058008812
1226,"THE WHISPERING WIND, LLC",21224,Baltimore-Linwood,1,SOUTHEASTERN,"2711 FAYETTE ST",39.294512916738825,-76.5783703817869
1227,THE WINE MARKET (SUITE 135),21230,Riverside,10,SOUTHERN,"921 FORT AVE",39.27134470269698,-76.6005805381605
1228,THE YABBA POT,21218,Charles Village,12,NORTHERN,"2433 ST PAUL ST",39.31722308088155,-76.61530572258022
1229,THIRSTY'S II,21206,Cedmont,2,NORTHEASTERN,"6037 BELAIR RD",39.34848705313607,-76.53772833499386
1230,THORNTON'S PUB,21230,Locust Point,10,SOUTHERN,"1538 CLEMENT ST",39.26994724347162,-76.59175055544296
1231,THREE  ACE'S,21213,Belair-Edison,3,NORTHEASTERN,"3534 belair RD",39.3239514621913,-76.57054784300777
1232,THREE KINGS OF EGYPT,21230,Federal Hill,10,SOUTHERN,"1027 LIGHT ST",39.27756373857676,-76.61239125994791
1233,THUMPER'S,21226,Curtis Bay Industrial Area,10,SOUTHERN,"4600 CURTIS AVE",39.2243777275512,-76.58677611472513
1234,TIBURZI'S CAF LLC,21224,Canton,1,SOUTHEASTERN,"900 KENWOOD AVE",39.30145825229761,-76.5782456710001
1235,TIJUANA TACOS & DELI,21231,Canton,1,SOUTHEASTERN,"2224 FLEET ST",39.28492767707172,-76.58501151626768
1236,TIME CAF,21230,Riverside,10,SOUTHERN,"1107 LIGHT ST",39.2767077269811,-76.61224431612146
1237,TIMOTHY DEAN BISTRO,21231,Upper Fells Point,1,SOUTHEASTERN,"1717 EASTERN AVE",39.28561283366645,-76.59223218736474
1238,TIO PEPE RESTAURANTE,21202,Mount Vernon,11,CENTRAL,"10 FRANKLIN ST",39.29511734838803,-76.61582140013672
1239,TIR NA NOG BAR & GRILL,21202,Inner Harbor,11,CENTRAL,"201 PRATT ST",39.286603695005624,-76.61100961440138
1240,TODD CONNERS,21231,Fells Point,1,SOUTHEASTERN,"700 BROADWAY",39.298479182369476,-76.5944265907138
1241,TOM & OLIVE'S CAFE,21205,Madison-Eastend,13,EASTERN,"2942 MONUMENT ST",39.29913770104514,-76.57539131185877
1242,TOMMY'S LOUNGE,21224,Highlandtown,2,SOUTHEASTERN,"200 CONKLING ST",39.295357918833986,-76.5677559876479
1243,TOM'S BAR,21224,Greektown,2,SOUTHEASTERN,"4719 EASTERN AVE",39.28704309656274,-76.55593877635266
1244,TONY'S PLACE,21218,Waverly,14,NORTHERN,"3801 OLD YORK RD",39.335641799830285,-76.60747459077896
1245,TORAIN'S  HIDE-A-WAY,21213,Broadway East,12,EASTERN,"1701 ELLSWORTH ST",39.305893057519654,-76.59415968631964
1246,TOWER TERRACE RESTAURANT,21205,Dunbar-Broadway,13,EASTERN,"600 WOLFE ST",39.297458186547146,-76.5908554359288
1247,TRACEY'S  LOUNGE,21224,Greektown,2,SOUTHEASTERN,"301 MACON ST",39.28891259104432,-76.55738518747563
1248,TRAVELERS LOUNGE,21224,Holabird Industrial Park,1,SOUTHEASTERN,"6500 HOLABIRD AVE",39.272437960844286,-76.53555149360574
1249,TREMONT GRAND CAF,21202,Downtown,11,CENTRAL,"225 CHARLES ST",39.29157634787123,-76.6152329215613
1250,TREMONT HOTEL/8 EAST RESTAURANT,21202,Downtown,11,CENTRAL,"8 PLEASANT ST",39.293567679805676,-76.6146518650907
1251,TREMONT PLAZA DELI,21202,Downtown,11,CENTRAL,"222 ST PAUL PL",39.29124829407459,-76.61397586359442
1252,TREMPER INC.,21224,Canton,1,SOUTHEASTERN,"3242 FOSTER AVE",39.28447778582222,-76.5699716419769
1253,TRINIDAD ASSOCIATES,21215,Arlington,5,NORTHWESTERN,"5402 PARK HEIGHTS AVE",39.350443908660566,-76.68090820275057
1254,TRIP PLACE,21201,Charles North,12,CENTRAL,"1813 CHARLES ST",39.31021364164735,-76.61646541544576
1255,TROPICAL TASTE RESTAURANT,21215,Woodmere,6,NORTHWESTERN,"5205 REISTERSTOWN RD",39.343254979135054,-76.68391407967022
1256,TRUFFLES & TEA,21210,Cross Keys,6,NORTHERN,"5100 FALLS RD",39.35618115703585,-76.64438947739166
1257,TRUST CHINESE RESTAURANT,21230,Washington Village,11,SOUTHERN,"758 WASHINGTON BLVD",39.28307799555415,-76.62779427328627
1258,TSUNAMI BALTIMORE,21213,Little Italy,1,SOUTHEASTERN,"1300 BANK ST",39.28638807355185,-76.59879146375425
1259,TUG'S RESTAURANT-TREMONT PLAZA HOTEL,21202,Downtown,11,CENTRAL,"222 ST PAUL PL",39.29124829407459,-76.61397586359442
1260,TURF BAR & LOUNGE,21201,Downtown,11,CENTRAL,"226 FAYETTE ST",39.29049769831124,-76.61904238050067
1261,TURNER'S CAFE,21230,Federal Hill,10,SOUTHERN,"12 CROSS st",39.27692754467154,-76.6136728280378
1262,TURNTABLE LIMITED,21205,Middle East,13,EASTERN,"2139 JEFFERSON ST",39.296512949614,-76.58664907289557
1263,TWINS SUBWAY,21201,Downtown,11,CENTRAL,"1 HOWARD ST",39.289513697899906,-76.61939787351224
1264,TWO SISTERS GRILLE,21218,Charles Village,7,NORTHERN,"127 27TH ST",39.320523498361865,-76.61943744368227
1265,"TYSON PLACE, INC.  ( A.K.A 227 W CHASE ST)",21201,Mid-Town Belvedere,11,CENTRAL,"870 PARK AVE",39.30160671417963,-76.61867658845301
1266,Tyson's Tavern,21231,Canton,1,SOUTHEASTERN,"2112 FLEET ST",39.28487430950287,-76.58648043292482
1267,TYSON'S TAVERN,21231,Canton,1,SOUTHEASTERN,"2112 FLEET ST",39.28487430950287,-76.58648043292482
1268,UNCLE LEE'S AT THE HARBOR,21202,Downtown,11,CENTRAL,"44 SOUTH ST",39.28804777508583,-76.61085576558031
1269,UNCLE WALT'S PLACE,21230,Morrell Park,10,SOUTHWESTERN,"2351 WASHINGTON BLVD",39.268827178332685,-76.64997062954012
1270,UNION HOLDING COMPANY,21224,Pulaski Industrial Area,1,SOUTHEASTERN,"550 DUNDALK AVE",39.28587641056896,-76.54121592297565
1271,UNITED AUTO WORKERS HOLDING COMPANY,21224,Greektown,1,SOUTHEASTERN,"1010 OLDHAM ST",39.28149871589409,-76.55546557467574
1272,UNIVERSAL SOCIAL CLUB,21205,Middle East,13,EASTERN,"2253 MC ELDERRY ST",39.29758289733394,-76.5851898410375
1273,UPPER DECK,21201,Downtown,11,CENTRAL,"34 eutaw st",39.287728422229975,-76.62086642054805
1274,V I P CITY  (1833-35),21223,Carrollton Ridge,9,SOUTHERN,"1833 PRATT ST",39.285152622696444,-76.64612907469626
1275,v.f.w. post 2916,21225,Brooklyn,10,SOUTHERN,"601 patapsco ave",39.23623340105172,-76.60216914199151
1276,"VACCARO'S ITALIAN PASTRY SHOP, INC.",21202,Little Italy,1,SOUTHEASTERN,"222 ALBEMARLE ST",39.28684262688682,-76.60278803383989
1277,"VALENTINO'S RESTAURANT,INC",21214,Westfield,3,NORTHEASTERN,"6627 HARFORD RD",39.36294366761723,-76.55217815060035
1278,VELLEGGIA'S ITALIAN SEAFOOD RESTAURANT,21202,Little Italy,1,SOUTHEASTERN,"204 HIGH ST",39.28736361404066,-76.60252812257397
1279,VENICE TAVERN,21224,Highlandtown,1,SOUTHEASTERN,"339 CONKLING ST",39.28775289817878,-76.56718488217575
1280,"VENUS PIZZERIA, INC.",21218,Guilford,14,NORTHERN,"3713 GREENMOUNT AVE",39.334281637288825,-76.60946529948319
1281,VERNELL'S ICE PARADISE,21217,Sandtown-Winchester,9,WESTERN,"1135 MONROE ST",39.30191280563258,-76.64766523006551
1282,"VFW POST #8509  - DONALD CRUMBLE,TRUSTEE",21202,Greenmount West,12,EASTERN,"335 NORTH AVE",39.31121365808497,-76.61108886985465
1283,VIEN BENIDOS LOS CATRACHOS,21224,Greektown,1,SOUTHEASTERN,"5101 EASTERN AVE",39.28720277299067,-76.55283965772321
1284,VINNY'S  CAFE,21224,Broening Manor,1,SOUTHEASTERN,"6212 HOLABIRD AVE",39.27226779472403,-76.5399420090157
1285,VISION BAR & TAVERN,21224,Kresson,2,SOUTHEASTERN,"110 HAVEN ST",39.29415859824178,-76.56292607068082
1286,VITO'S PIZZA,21212,Cedarcroft,4,NORTHERN,"6304 YORK RD",39.37117716779312,-76.60985129929725
1287,"VULCAN BLAZERS, INC OF BALTIMORE CITY",21215,Liberty Square,7,NORTHWESTERN,"2811 DRUID PARK DR",39.324847915400085,-76.65806983035759
1288,WAGON WHEEL INN,21237,Pulaski Industrial Area,2,SOUTHEASTERN,"823 POINT RD",39.291971609803056,-76.51239395631524
1289,WALT'S INN,21224,Canton,1,SOUTHEASTERN,"3201 O DONNELL ST",39.28033319542175,-76.57094951350842
1290,WAVERLY SOCIAL PLEASURE CLUB,21218,Better Waverly,14,NORTHERN,"920 3OTH ST",39.29058294954456,-76.60925984306652
1291,WEIDOG,21222,Graceland Park,1,SOUTHEASTERN,"6700 GERMAN HILL RD",39.28114789396125,-76.53433235915026
1292,WENDY'S,21223,Millhill,9,SOUTHWESTERN,"2339 FREDERICK AVE",39.284569364685524,-76.6533717980692
1293,WENDY'S,21215,Reisterstown Station,5,NORTHWESTERN,"4200 PATTERSON AVE",39.35437274001106,-76.70453901456307
1294,WENDY'S  RESTAURANT,21201,Upton,11,CENTRAL,"901 McCulloh",39.29954446800389,-76.62399234616902
1295,WENDY'S #166,21224,Joseph Lee,2,SOUTHEASTERN,"6411 EASTERN AVE",39.28765266334085,-76.5386401225428
1296,WENDY'S #87,21218,East Baltimore Midway,12,EASTERN,"2045 HARFORD RD",39.31393552910248,-76.59816290689184
1297,WENDY'S OLD FASHIONED HAMBURGERS #96,21212,Homeland,4,NORTHERN,"5615 YORK RD",39.357970839383825,-76.6098650733137
1298,WENDY'S RESTAURANT,21215,Grove Park,5,NORTHWESTERN,"4410 NORTHERN PKWY",39.34534786431357,-76.6985777216837
1299,WERNER'S RESTAURANT,21202,Downtown,11,CENTRAL,"231 REDWOOD ST",39.28889453085901,-76.61179178626111
1300,WESTSIDE INN,21223,Carrollton Ridge,9,SOUTHWESTERN,"328 BENTALOU ST",39.28353837649598,-76.65264549839026
1301,WHISPERS,21217,Sandtown-Winchester,7,WESTERN,"1811 BAKER ST",39.30660285913575,-76.64693911115023
1302,WHISTLING OYSTER,21231,Fells Point,1,SOUTHEASTERN,"807 BROADWAY",39.28235304216025,-76.5928356549407
1303,WHITTEN'S  (4502-04),21213,Claremont-Freedom,13,NORTHEASTERN,"4502 ERDMAN AVE",39.31005893577236,-76.56356787275831
1304,WHITTEN'S II,21206,Frankford,2,NORTHEASTERN,"5307 BELAIR RD",39.337642171749906,-76.55231814536529
1305,WILSON'S,21214,Lauraville,3,NORTHEASTERN,"4537 HARFORD RD",39.341767774764094,-76.57068144359295
1306,WINDMILL/ MILOS,21224,Greektown,2,SOUTHEASTERN,"4617 EASTERN AVE",39.28700074478962,-76.55710093246125
1307,WINKS HILLTOP GRILL,21224,Canton,1,SOUTHEASTERN,"834 CONKLING ST",39.28275864359762,-76.56693546060222
1308,WINSTON LOUNGE,21205,McElderry Park,13,EASTERN,"2343 MONUMENT ST",39.29874259019948,-76.5838599820517
1309,WOODBERRY KITCHEN,21211,Woodberry,7,NORTHERN,"2010 CLIPPER PARK RD",39.331758285317676,-76.64516518942116
1310,WOODEN NICKLE LOUNGE,21218,East Baltimore Midway,12,EASTERN,"2215 KIRK AVE",39.31475468378272,-76.60552324629998
1311,wozi lounge,21212,Guilford,4,NORTHERN,"4515 YORK RD",39.34386920799864,-76.60953523076546
1312,WYLIE  LIQUORS (3101-03),21215,Central Park Heights,6,NORTHWESTERN,"3101 WYLIE AVE",39.34153467048975,-76.66631122568174
1313,XANADU,21202,Downtown,11,CENTRAL,"10 CALVERT ST",39.23521522100674,-76.61203152213625
1314,XS,21201,Mid-Town Belvedere,12,CENTRAL,"1307 CHARLES ST",39.3049326688087,-76.61615538676091
1315,YELLOW BOWL CAF,21201,Johnston Square,12,EASTERN,"1234 GREENMOUNT AVE",39.3046412884658,-76.608173903602
1316,YELLOW BOWL RESTAURANT II,21215,Central Park Heights,6,NORTHWESTERN,"5131 PARK HEIGHTS AVE",39.348609479644836,-76.67504759976612
1317,YELLOW DOG TAVERN,21224,Canton,1,SOUTHEASTERN,"700 POTOMAC ST",39.2841875710007,-76.57427590880536
1318,YETI RESTAURANT & CARRYOUT,21212,Rosebank,4,NORTHERN,"5926 YORK RD",39.364711296790006,-76.60995990952142
1319,YORK CLUB TAVERN,21212,Homeland,4,NORTHERN,"5407 YORK RD",39.35584113146416,-76.6098542589661
1320,YOUNG'S PLACE,21231,Middle East,13,SOUTHEASTERN,"2200 FAYETTE ST",39.28933800634502,-76.65168161311516
1321,ZEEBA LOUNGE,21230,Federal Hill,10,SOUTHERN,"916 LIGHT ST",39.2784986665813,-76.61259588718963
1322,ZEN WEST ROADSIDE CANTINA,21212,Rosebank,4,NORTHERN,"5916 YORK RD",39.364430994296015,-76.60995659102304
1323,ZIASCOS,21231,Washington Hill,1,SOUTHEASTERN,"1313 PRATT ST",39.285523257593354,-76.63840983294665
1324,ZINK'S CAF,21213,Belair-Edison,13,NORTHEASTERN,"3300 LAWNVIEW AVE",39.31916716873093,-76.57188309522786
1325,ZISSIMOS BAR,21211,Hampden,7,NORTHERN,"1023 36TH ST",39.331033331923834,-76.63339926106624
1326,ZORBAS,21224,Greektown,2,SOUTHEASTERN,"4710 EASTERN Ave",39.28708855189626,-76.55616139093462
